# time, pos1, pos2, vel1, vel2, tau1, tau2, meas_pos1, meas_pos2, meas_vel1, meas_vel2
4.250000000000002665e-01,4.825917130203304095e-02,-1.389836152722287999e-01,-9.137951348217983050e-01,1.710428787493385894e+00,0.000000000000000000e+00,-2.169699927042023635e-02,5.281848155057772276e-02,-1.475120969125985337e-01,-1.362933578188294970e+00,1.811524038057161778e+00
4.300000000000002709e-01,4.362523354877997223e-02,-1.302935534637489345e-01,-9.394203734770177894e-01,1.764887383664465403e+00,0.000000000000000000e+00,-1.858689066151528180e-01,4.825917130203304095e-02,-1.389836152722287999e-01,-7.986827221254075848e-01,1.346949591557407899e+00
4.350000000000002753e-01,3.893296648188250553e-02,-1.214745262461778275e-01,-9.371033822277973213e-01,1.761966031390999721e+00,0.000000000000000000e+00,-1.777284753019245656e-01,4.362523354877997223e-02,-1.302935534637489345e-01,-7.557064150623249432e-01,1.898483128118575891e+00
4.400000000000002798e-01,3.425483927802334266e-02,-1.126748937425053193e-01,-9.337640155572555223e-01,1.757128440074910536e+00,0.000000000000000000e+00,-4.229037133963400863e-02,3.893296648188250553e-02,-1.214745262461778275e-01,-4.979823509381471336e-01,1.883807999175393766e+00
4.450000000000002842e-01,2.954583108159944405e-02,-1.038009456126597341e-01,-9.494600607023591099e-01,1.791701578717786347e+00,0.000000000000000000e+00,-1.555515753655028477e-01,3.425483927802334266e-02,-1.126748937425053193e-01,-7.846901631326501647e-01,1.525019938158933996e+00
4.500000000000002887e-01,2.480878391433090704e-02,-9.485757906550267016e-02,-9.449670778429875018e-01,1.784869510962344474e+00,0.000000000000000000e+00,9.382712026727582644e-02,2.954583108159944405e-02,-1.038009456126597341e-01,-9.937146788949157150e-01,1.935057656429831630e+00
4.550000000000002931e-01,2.000144926715904936e-02,-8.575679554166641683e-02,-9.775794582481782680e-01,1.854678501365144339e+00,0.000000000000000000e+00,-8.829354566209815514e-02,2.480878391433090704e-02,-9.485757906550267016e-02,-8.734761643071580206e-01,1.191151698057247854e+00
4.600000000000002975e-01,1.510912403783522089e-02,-7.646732974387338011e-02,-9.789436670592379652e-01,1.860301462751568380e+00,0.000000000000000000e+00,-1.233455390365396365e-01,2.000144926715904936e-02,-8.575679554166641683e-02,-7.712649706702555674e-01,1.763534714717635898e+00
4.650000000000003020e-01,1.023000891551166178e-02,-6.719053891362983255e-02,-9.722936610158260384e-01,1.849604505624424133e+00,0.000000000000000000e+00,-3.183182937337342144e-02,1.510912403783522089e-02,-7.646732974387338011e-02,-6.036457617598147696e-01,1.868061459294699800e+00
4.700000000000003064e-01,5.353884201668847147e-03,-5.790441418934402784e-02,-9.777485638563504500e-01,1.864037314125847944e+00,0.000000000000000000e+00,-1.931780131633688002e-01,1.023000891551166178e-02,-6.719053891362983255e-02,-1.398442640526220915e+00,1.777470992021555674e+00
4.750000000000003109e-01,5.208473969073521004e-04,-4.869061636248673414e-02,-9.550593988480798879e-01,1.820674597877894652e+00,0.000000000000000000e+00,-1.043451380645512849e-01,5.353884201668847147e-03,-5.790441418934402784e-02,-9.284811030169557444e-01,2.192000056941838526e+00
4.800000000000003153e-01,-4.228097643964203248e-03,-3.963269554057304717e-02,-9.441201965495366055e-01,1.801703402911355667e+00,0.000000000000000000e+00,2.374890275433008680e-02,5.208473969073521004e-04,-4.869061636248673414e-02,-8.875779109334963612e-01,1.947523028735870909e+00
4.850000000000003197e-01,-8.967482839891210977e-03,-3.057618187964010470e-02,-9.512344449916586564e-01,1.820109838203683550e+00,0.000000000000000000e+00,-1.563245052587914075e-01,-4.228097643964203248e-03,-3.963269554057304717e-02,-9.587237524158985780e-01,1.619633897888714813e+00
4.900000000000003242e-01,-1.366455904234348956e-02,-2.158763010707919275e-02,-9.272039339245565781e-01,1.774532660289183772e+00,0.000000000000000000e+00,1.008382409894771625e-01,-8.967482839891210977e-03,-3.057618187964010470e-02,-8.623562462885780988e-01,2.140865029277644993e+00
